name,director,rating,category,duration,tag,lables
男人与鸡,安诺斯·托马斯·延森,7.4,剧情/喜剧,100,丹麦/黑色幽默/喜剧/剧情/2015/黑色/荒诞/人性,1493
铃木商店的当家娘,渡边孝好,7.3,剧情/历史,120,天海祐希/小栗旬/日剧/看过的电视剧/日剧SP/日本/日语标签/2014,662
博恩霍姆大街,克利斯蒂安·施沃乔夫 Christian Schwochow,8.0,剧情,88,德国/历史/柏林墙/政治/德国电影/喜剧/真实事件改编/黑色幽默,1641
神探夏洛克：最后的誓言,尼克·赫伦,8.8,剧情/悬疑/犯罪,90,英剧/神探夏洛克/悬疑/推理/英国/BBC/犯罪/本尼迪克特·康伯巴奇,2135
云端之上,马基德·马基迪,7.4,剧情/家庭,120,印度/人性/温情/社会/剧情/电影/伊朗/2017,1722
在路上,伊姆提阿兹·阿里,7.4,剧情/爱情,133,印度/印度电影/公路/爱情/2014/剧情/人生/宝莱坞,1911
夏虫国,汤柏华,8.4,动画,17,动画/国产动画/中国/短片/动画短片/美术/传统/汤柏华,267
The Battle of Demons Run: Two Days Later,无,8.5,科幻/短片,3,英剧/短片/科幻/BBC/DoctorWho/英国/DW/神秘博士,610
托斯卡,无,8.6,剧情/爱情/惊悚/舞台艺术,0,歌剧/普契尼/英国/歌剧电影/成人/戏剧/意大利语/Opera,2430
临时保姆,尼可拉斯·本纳莫/菲利普·拉肖,7.3,喜剧,85,喜剧/法国/搞笑/2014/温情/青春/家庭/剧情,2346
恐怖平衡,无,7.9,喜剧/犯罪/黑色电影,5,短片/喜剧/美国/搞笑/犯罪/2013/黑人兄弟/黑色电影,2431
魔女的使命 OAD,水岛努,7.3,剧情/动画,0,日本/动画/日本动画/OAD/2015/OVA/动漫/J.C.STAFF,2091
苦路十四站,迪特里希·布鲁格曼,7.8,剧情,107,德国/宗教/2014/剧情/长镜头/人性/柏林电影节/文艺,1329
杰克,爱德华·贝尔格,8.2,剧情,103,德国/儿童/成长/剧情/德国电影/亲情/文艺/2014,1696
时光情书,朗斯·尼美毕达,7.1,爱情,134,泰国/爱情/青春/成长/文艺/温情/2014/感人,1399
小森林 夏秋篇,森淳一,9.0,剧情,111,日本/美食/自然/文艺/治愈/小清新/温情/桥本爱,2165
小森林 冬春篇,森淳一,9.0,剧情,120,日本/美食/文艺/自然/治愈/小清新/温情/生活,564
神奇兵营42：圣诞特别篇,无,8.7,喜剧,30,英剧/英国/BBC/喜剧/2013/电视剧/UK/Comedy,341
黑子的篮球第41.5Q：能再来一遍吗,多田俊介,7.9,剧情/动画,24,OVA/动漫/日本/日本动画/动画/2014/アニメ/日本动漫,2363
新世纪福音战士 第0:0'话 来自黑暗之光,庵野秀明,9.2,剧情/科幻/动画,16,EVA/动画/日本/庵野秀明/日本动画/科幻/动漫/OVA,481
湄公河行动,林超贤,8.0,剧情/动作/犯罪,124,真实事件改编/犯罪/动作/毒品/国产/中国大陆/2016/华语,2310
非凡,马修·卢泰勒,7.1,剧情/科幻/惊悚,91,科幻/人工智能/美国/悬疑/机器人/人性/惊悚/2015,58
哭声,罗泓轸,7.2,剧情/悬疑/恐怖,156,韩国/悬疑/惊悚/恐怖/宗教/犯罪/2016/剧情,94
枭雄,拉胡尔·多拉基亚,7.2,剧情/动作/犯罪,143,印度/枭雄/犯罪/宝莱坞/动作/2017/剧情/喜剧,1483
小乌龟是如何长大的,无,7.8,喜剧,88,英国/喜剧/爱情/温情/英国电影/DustinHoffman/2015/JudiDench,1812
前往并离开,克里斯蒂安·曲贝特,7.7,剧情/喜剧,95,德国/公路/剧情/德国电影/旅行/人生/2014/励志,707
Specialist 2,七髙剛,7.3,剧情,120,日剧SP/日剧/草彅剛/SP/日本/推理/2014/14冬,126
小野寺姐弟,西田征史,7.5,喜剧/家庭,114,日本/日本电影/温情/向井理/片桐入/2014/日影/剧情,2482
旅行终点,詹姆斯·庞索特,7.9,剧情,106,美国/传记/剧情/2015/公路/文艺/人生/小说改编,2377
妇女参政论者,莎拉·加芙隆,8.1,剧情/传记/历史,106,女权/英国/历史/政治/女性/传记/2015/剧情,90
阿薇尔与虚构世界,克里斯汀·丹米尔斯/弗兰克·叶根吉,7.9,科幻/动画/冒险,105,动画/法国/蒸汽朋克/科幻/奇幻/冒险/2015/喜剧,2290
搞定岳父大人,无,7.2,剧情/喜剧/爱情,0,印度/爱情/喜剧/印度电影/2014/温情/歌舞/赞,1692
炙热,莉娜·亚达夫,8.4,剧情,116,印度/女权/女性/人性/剧情/2015/闺蜜/英国,1690
黑手党只在夏天杀人,皮弗,7.3,喜剧/爱情/犯罪,90,意大利/喜剧/黑色/犯罪/爱情/2013/意大利电影/剧情,1949
石榴坡的复仇,若松节朗,7.3,剧情/古装,119,日本/日本电影/阿部宽/广末凉子/中井贵一/剧情/2014/古装,1415
暗杀,崔东勋,8.0,剧情/动作/历史/犯罪,139,韩国/历史/动作/战争/剧情/2015/犯罪/电影,804
摩诃婆罗多,无,8.3,剧情/动画/儿童/历史/战争/古装,0,印度/摩诃婆罗多/神话/印度电影/印度封神榜/奎老湿小讲堂/2013/动画,2305
较量,无,8.5,剧情/惊悚/家庭,0,印度/悬疑/犯罪/剧情/印度电影/家庭/人性/2013,1777
哭婢,李恩振,7.5,剧情,0,独幕剧/韩国/韩剧/金有贞/古装/韩国电影/金裕贞/剧情,1138
凯特秀：喜剧插曲之神秘博士特别篇,无,9.5,短片,6,短片/英剧/DoctorWho/DavidTennant/英国/BBC/科幻/DW,115
神秘博士：信息场,无,9.0,无,0,英剧/DoctorWho/短片/科幻/BBC/神秘博士/英国/MattSmith,244
蝙蝠侠：突袭阿卡姆,杰伊·欧力瓦/伊桑·斯波尔丁,8.0,动作/动画/犯罪,75,DC/动画/蝙蝠侠/美国/漫画改编/超级英雄/2014/动作,1773
羽国之旅,埃斯本·托夫特·雅克伯森,7.7,动画/冒险,78,动画/瑞典/成长/死亡/温情/文艺/2014/留着将来和孩子一起看,667
非我族类,卢卡斯·贝尔沃克斯,7.3,爱情,111,法国/爱情/法国电影/2014/女性/剧情/阶层/电影,1757
为生活举杯！,乌韦·延森,7.1,剧情,95,德国/MaxRiemelt/剧情/德国电影/人生/马克思.雷迈特/2014/电影,1933
权力的游戏：非赢即死,无,8.6,剧情/奇幻/冒险,22,纪录片/美剧/HBO/权力的游戏/美国/短片/2012/外剧,886
我叫埃米莉,西蒙·菲茨莫里斯,7.7,剧情,100,文艺/成长/青春/爱尔兰/爱情/爱尔兰电影/心理/剧情,1225
迷情杀机,无,7.5,动作/歌舞/家庭,0,印度/爱情/印度电影/迷情危机/歌舞/动作/悬疑/剧情,1829
剧场版Happiness Charge光之美少女！人偶之国的芭蕾舞者,今千秋,7.8,动画,0,Charge光之美少女！人偶之国的芭蕾舞者/想看/动画/マナ結婚！！？未来につなぐ希望のドレス！/电影/剧场版Happiness/アニメ/Anime,936
不了情,无,7.8,剧情/爱情,129,印度/印度电影/爱情/不了情/宝莱坞/剧情/电影/埃朗哈斯米,1878
带吸管的玛格丽塔,邵娜莉·玻色,7.2,剧情/同性,100,印度/同性/温情/剧情/女性/人性/电影/2014,500
天命轮滑,阿莫尔·古普特,7.3,剧情/家庭/运动,120,印度/励志/运动/印度电影/剧情/体育/电影/网络,1722
鬼纳特归来,涅提·蒂瓦里,7.3,剧情/喜剧/恐怖,155,印度/喜剧/印度电影/社会/剧情/2014/歌舞/选举,957
受伤的马,维德胡·维诺德·乔普拉,7.5,剧情/悬疑/犯罪,0,美国/兄弟情/剧情/黑帮/2015/美国电影/人性/犯罪,1875
偷狗的完美方法,金成浩,7.3,剧情/家庭,110,韩国/温情/韩国电影/喜剧/家庭/剧情/2014/姜惠贞,1203
神奇队长,马特·罗斯,7.9,剧情/喜剧/家庭,118,家庭/美国/剧情/社会/人性/独立/2016/喜剧,166
至爱梵高·星空之谜,多洛塔·科别拉/休·韦尔什曼,8.5,剧情/动画/传记,95,艺术/传记/油画/动画/美术/文艺/英国/人生,1769
令人战栗的日本昔话,増井壮一,7.3,动画,54,恐怖/日本/动画/日本动画/惊悚/奇幻/2000/短片,730
别了武器,无,8.8,科幻/战争,23,日本/大友克洋/动画/科幻/短片/战争/日本动画/动画短片,1057
45周年,安德鲁·海格,7.8,剧情/爱情,95,英国/婚姻/爱情/剧情/家庭/老年/2015/人生,1774
莎士比亚外传,理查德·布雷斯韦尔,7.6,喜剧/传记/历史,94,英国/喜剧/莎士比亚/糟糕历史/历史/BBC/2015/传记,109
教师日记,尼提瓦·塔拉吞,7.8,喜剧/爱情,105,泰国/爱情/文艺/小清新/温情/2014/喜剧/剧情,180
乐高漫威超级英雄：极限过载,无,7.9,科幻,0,动画/美国/短片/Marvel/乐高/2013/MARVEL/科幻,2290
巾帼拳王,奥芒·库马尔,7.3,剧情/传记/运动,121,印度/印度电影/拳击/传记/女性/体育/2014/女权,2182
印度愚公,柯坦·梅赫塔,8.0,剧情/传记/历史,120,印度/印度电影/真人真事改编/真实事件改编/剧情/感动/爱情/2015,2261
我的国王,麦温,7.7,剧情/爱情,124,法国/爱情/婚姻/剧情/2015/文艺/家庭/人性,902
如此美好,金炫锡,7.3,喜剧/爱情,123,韩国/爱情/韩国电影/韩孝珠/青春/音乐/2015/剧情,2136
大男孩亨利,无,7.9,剧情/喜剧,100,加拿大/剧情/2015/加拿大电影/爱情/人生/电影院/电影,1311
科钦先生,无,7.1,科幻/动画/黑色电影,0,短片/动画/动画短片/法国/诡异/黑色电影/BrigadierGeneral/駁,335
破碎人生,让-马克·瓦雷,7.5,剧情,101,美国/剧情/人生/爱情/2015/家庭/温情/文艺,2175
改变美国的一夜：格莱美向披头士致敬演出,无,9.2,音乐/传记,150,TheBeatles/音乐/美国/纪录片/演唱会/Live/2014/Beatles,344
孔二皮进城记,王加宾,7.7,剧情,95,现实/大陆/教育/2013/国产/中国/剧情/陈创,924
小慈善,王之,7.1,剧情,25,短片/温情/小慈善/公益/感动/公路片/黑色幽默/中国,1399
超人总动员2,布拉德·伯德,7.9,喜剧/动作/动画/冒险,118,动画/皮克斯/美国/喜剧/超级英雄/家庭/超人/2018,1847
热带,穆肃,7.4,剧情,90,独立电影/中国/大陆电影/大陆/2014/穆肃/剧情/人生,917
张先生和张先生,明焱,7.7,爱情/同性,96,张先生和张先生/同性/同志/同性爱/国产电影/爱情/中国电影/想看！！！,2160
鲁邦三世：次元大介的墓碑,小池健,8.7,动作/动画/犯罪,51,鲁邦三世/动画/日本/剧场版/日本动画/2014/动漫/动作,1881
图兰朵,陈薪伊,7.1,爱情,135,歌剧/国家大剧院/舞台艺术/普切尼/茉莉花/普契尼/中国大陆/舞台艺术/2014,1826
在盛夏等待 特别篇,长井龙雪,7.1,动画,0,OVA/日本/2014/动画/日本动画/アニメ/J.C.STAFF/黑田洋介,1845
闪闪圣诞梦,亚历山大·科弗尔,7.6,喜剧,80,法国/法国电影/喜剧/2014/剧情/閃閃聖誕夢/Paris/电影法国,1687
和谐,中村孝/迈克尔·艾里亚斯,7.1,动画,120,动画/科幻/伊藤计划/日本/日本动画/剧场版/反乌托邦/2015,1762
女人的阴影,菲利普·加瑞尔,7.3,剧情,73,法国/爱情/2015/黑白/剧情/文艺/独立电影/人性,1291
法蒂玛,菲利普·福孔,7.1,剧情,79,法国/移民/家庭/法国电影/剧情/2015/阿拉伯/戛纳,1289
漂亮！吴满福,未知,7.3,剧情,71,韩国/韩国电影/韩剧/金香奇/独幕剧/电影/亲情/韩剧(迷你篇),957
蜗牛,钟祖瑶,7.9,剧情,14,易烊千玺/童年回忆/TFBOYS/微电影/短片/易烊千璽/中国/剧情,1710
Love Live! OVA,京極尚彦,7.4,动画,16,OVA/动画/日本/日本动画/动漫/2013/アニメ/百合,1996
爱在旅途,严高山,8.0,剧情/犯罪,89,中国/温情/新疆/一部反映流浪儿童的电影/2014/犯罪/剧情/儿童,1514
沉默的心,比利·奥古斯特,7.6,剧情,98,丹麦/丹麦电影/家庭/亲情/2014/人生/生命/剧情,1430
东柱,李濬益,7.6,剧情,111,韩国/历史/传记/2016/黑白/剧情/战争/文艺,1094
朝我心脏开枪,文在容,7.5,剧情,102,韩国/李民基/剧情/温情/青春/吕珍九/成长/2015,1101
忏·再见，绝望先生（Blu-ray Box 纪念盘）,新房昭之,8.7,动画,25,新房昭之/日本/动画/OVA/日本动画/神谷浩史/绝望先生/Anime,1959
我的妈妈,林冠慧,7.5,剧情/黑色电影,0,林心如/爱心如/台湾电影/感人/台湾/中国电影/台灣電影/2014,130
普罗旺斯的夏天,罗丝·博斯,8.4,剧情/喜剧/家庭,105,法国/温情/家庭/亲情/阳光/普罗旺斯/喜剧/剧情,2354
六十岁未婚,无,7.7,喜剧,98,德国/喜剧/女性/温情/德国电影/衰老的恐惧/爱情/2014,2016
多谢款待SP,无,7.2,剧情/家庭,90,日剧/日剧SP/杏/東出昌大/日本/SP/看过的电视剧/2014,476
思悼,李濬益,8.4,剧情/传记/历史,125,韩国/历史/古装/人性/父子/剧情/传记/2015,823
脑中蜜,蒂尔·施威格/拉尔斯·格梅琳,8.0,剧情,139,德国/温情/家庭/亲情/喜剧/剧情/2014/德语,804
你记得我吗?,罗兰多·拉维洛,7.1,喜剧/爱情,94,意大利/爱情/意大利电影/喜剧/2014/剧情/温情/电影,1762
烧烤,无,7.6,剧情/喜剧,97,法国/喜剧/法国电影/2014/爱情/文艺/第11届法国电影展映/BJIFF,1394
桔子的天空,徐鸿钧,7.5,剧情/儿童,98,留守儿童/中国电影/成长/纪实/留守儿童和老人的艰辛和孤独。/国产/留守儿童和老人的艰辛和孤独/公益,1905
希波克拉底,托马斯·利迪 Thomas Lilti,7.3,剧情,102,法国/法国电影/剧情/医学/医疗/2014/成长/喜剧,454
局内人,禹民镐,7.8,剧情/犯罪,130,韩国/犯罪/政治/剧情/黑帮/暴力/悬疑/2015,361
魔力家族 OVA,无,7.1,动画,0,OVA/日本/动画/日本动画/杉田智和/2013/中村悠一/吉野裕行,1845
食梦者 特别篇,秋田谷典昭,7.8,动画,24,OVA/动画/日本动画/动漫/日本/食梦者/日漫/2012,1116
夏加尔与马列维奇,亚历山大·米塔,7.4,剧情/传记/历史,119,艺术/传记/俄罗斯/夏加尔/俄罗斯电影/超现实/魔幻现实/马列维奇,631
拼凑梦想,肖恩·麦克纳马拉,7.8,剧情/传记,83,励志/美国/青春/成长/剧情/2015/真实改编/美国电影,1042
头文字 D OVA,无,8.2,动画,40,头文字D/日本/动画/OVA/赛车/日本动画/动漫/青春,906
剧场版 中二病也要谈恋爱！ Lite,石原立也,7.4,动画,5,动画/日本/动漫/日本动画/剧场版/京阿尼/2013/短片,1890
堀桑与宫村君 OVA2,川畑えるきん,8.3,剧情/爱情/动画,22,OVA/动画/日本/日本动画/动漫/2014/爱情/アニメ,1103
岳父岳母真难当,菲利普?德?肖伏隆,8.0,喜剧/家庭,97,法国/喜剧/家庭/搞笑/种族/温情/2014/法式情怀,2065
灼眼的夏娜炭,渡部高志,7.8,动画,0,日本动画/灼眼的夏娜/日本/短片/动画/动漫/SP/钉宫理惠,1654
蝴蝶,无,7.8,剧情/动作/惊悚,112,印度/印度电影/人性/社会/剧情/犯罪/人生/2014,2294
重返20岁,陈正道,7.1,喜剧/爱情/奇幻,131,喜剧/爱情/鹿晗/中国电影/国产/温情/陈柏霖/电影,1289
亲子饭,无,7.1,剧情/喜剧/同性,100,美国/同性/亲情/同志/LGBT/剧情/2014/美国电影,1933
可爱的你,关信辉,7.9,剧情,113,温情/香港/剧情/2015/教育/感人/文艺片/老师,52
风雨之夜,朱瘦菊,8.6,剧情/爱情,81,默片/鸳鸯蝴蝶派/朱瘦菊/中国/1926/黑白/中国电影/1920s,169
安大略合约,关心/刘迦密,7.8,剧情,48,黄轩/旅行/短片/电影/中国/微电影/中国电影/爱情,961
百日红,原惠一,7.5,剧情/动画/传记/历史,90,日本/动画/2015/传记/浮世绘/历史/剧场版/剧情,1234
我在记忆里等你,牛超,7.3,剧情/爱情,22,微电影/郑恺/爱情/杨子姗/短片/青春/中国/2012,1717
你也不美丽,无,7.3,喜剧,81,爱尔兰/爱尔兰电影/亲情/家庭/温情/成长/剧情/艾丹·吉伦/AidanGillen,2017
最后一人,无,7.5,剧情,89,德国/剧情/犹太/德国电影/2014/2010s/电影/历史,838
晚餐,无,7.2,剧情,92,意大利/意大利电影/人性/亲情/家庭/家庭/剧情/2014/義大利電影,2450
妈妈去哪儿,张馨,7.7,剧情/家庭,88,亲情/家庭/大陆/中国/国产/中国电影/电影/不错的片子,1821
名侦探柯南：逃亡者·毛利小五郎,无,7.3,动画,22,名侦探柯南/日本/动画/柯南/日本动画/OVA/2014/动漫,227
真爱,西尔扎提·亚合甫/张欣,8.1,剧情/家庭,105,新疆/感动/温情/亲情/人性/中国/中国电影/2014,1085
最后的士达尔文,杰瑞米·西姆斯,7.5,剧情/喜剧/爱情,123,澳大利亚/公路/剧情/澳大利亚电影/公路片/临终/人性/2015,1377
霍拉一家,约翰·卡拉辛斯基,7.4,剧情/喜剧/家庭,88,家庭/美国/温情/喜剧/2016/生活/剧情/亲情,410
无理之人,伍迪·艾伦,7.3,剧情,96,伍迪·艾伦/美国/2015/剧情/犯罪/爱情/人性/悬疑,1614
有一天,李睿珺/易小星/田原/王大庆/刘勇宏/杜波/佟志坚/姜颖/杨智麟,7.4,剧情/儿童,92,儿童/公益/2014/剧情/温情/短片集/中国大陆/感人,638
幻术大师：时间等人,桑迪·约翰逊,7.5,悬疑/犯罪,50,英剧/BBC/英国/推理/犯罪/不可能犯罪/Jonathan_Creek/1990s,1273
幻术大师：馨香的房间,桑迪·约翰逊,7.2,悬疑/犯罪,50,英剧/BBC/英国/推理/犯罪/不可能犯罪/Jonathan_Creek/1990s,1273
上课小动作特典：林间学校,无,8.4,动画,0,日本/动画/日本动画/2014/动漫/OAD/OVA/アニメ,1193
我们梦中见,布雷特·海利,7.6,剧情/喜剧,92,美国/温情/老年/人生/剧情/2015/喜剧/电影,1394
伪恋OAD：丢失/巫女小姐,龍輪直征/尋田耕輔/横山彰利,7.7,喜剧/爱情/动画,27,OVA/动画/日本/新房昭之/日本动画/动漫/2014/アニメ,956
柏林孤影,文森特·佩雷斯,7.2,剧情/传记/历史/战争,103,德国/二战/战争/历史/人性/2016/真实事件改编/剧情,109
棺姬嘉依卡 OVA,増井壮一,7.4,动画,24,OVA/日本动画/BONES/2015/动画/日本/Anime/奇幻,757
无名氏,DCZLD 作品,7.4,动画,10,短片/动画/中国/动画短片/国产动画/人性/2014/国漫,956
山河故人,贾樟柯,7.9,剧情/家庭,126,人生/文艺/中国大陆/剧情/社会/家庭/亲情/2015,1337
中国城,韩俊熙,7.2,剧情,110,韩国/金高恩/韩国电影/犯罪/犯罪/悬疑/黑帮/暴力/动作/剧情/朴宝剑/金惠秀,57
Coldplay -  Ghost Stories Live 2014,无,9.5,音乐/舞台艺术,49,Coldplay/音乐/英国/纪录片/演唱会/Live/一个字：好想去听现场！/Ghoststories,286
妄想学生会2 OAD,金澤洪充,8.4,喜剧/动画,24,日本/动画/OAD/日本动画/2014/OVA/动漫/GoHands,1182
帷幕：波洛的最后一案,希提·麦克唐纳,9.1,悬疑/犯罪,90,悬疑/推理/阿加莎·克里斯蒂/犯罪/英国/英剧/波洛/阿加莎,1279
沼泽地,阿尔韦托·罗德里格斯,7.3,剧情/悬疑/惊悚/犯罪,105,西班牙/悬疑/犯罪/惊悚/剧情/2014/人性/动作,1523
再爱我一次,无,7.1,剧情/爱情,100,西班牙/爱情/电影/剧情/2013/西班牙电影/让爱回归的巅峰力作/爱德华多·诺列加,1458
欺诈计划,蝶野博,7.2,剧情,110,日本/家庭/温情/2015/剧情/亲情/犯罪/人性,454
海街日记,是枝裕和,8.7,剧情/家庭,127,日本/温情/家庭/亲情/文艺/治愈/成长/剧情,1691
圣维克多镇的公鸡,无,7.2,动画,90,动画/加拿大/加拿大动画/2014/加拿大电影/电影/法国动画/法国,2373
三袋米,伊峥,7.1,剧情,86,中国/母爱/教育/真实改编/温情/感动/真实故事改编/国货电影们,549
军犬麦克斯,鲍兹·亚金,7.2,剧情/冒险,111,动物/美国/温情/剧情/爱狗必看/2015/亲情/冒险,1978
请叫我英雄,佐藤信介,7.1,动作/恐怖,126,丧尸/日本/恐怖/血腥/惊悚/漫画改编/灾难/2016,1187
打工老板,张唯,7.7,剧情,98,2014/中国电影/剧情/中国/纪实/中国大陆/大陆/内地,168
震荡效应,彼得·兰德斯曼,7.1,剧情/传记/运动,123,美国/威尔·史密斯/真实事件改编/传记/剧情/体育/运动/2015,1724
再见仍是朋友,戈兰·拉多万诺维奇,7.8,剧情/战争,92,塞尔维亚/战争/人性/2015/剧情/友情/儿童/欧洲电影,2497
很抱歉，如果我叫爱情,无,7.2,爱情,120,西班牙/爱情/青春/大叔/西班牙电影/萝莉/成长/[歐美],822
来信,无,7.2,剧情/喜剧,98,印度/印度电影/喜剧/2015/剧情/独立电影/成长/梦想,642
积爱之人,朝原雄三,7.4,剧情,125,日本/温情/家庭/2015/剧情/亲情/感人/北海道,997
爱情天文学,朱塞佩·托纳多雷,7.1,剧情/爱情,116,爱情/意大利/朱塞佩·托纳多雷/2016/文艺/剧情/欧洲电影/温情,1711
玉响 第二季 第8.5话,佐藤顺一,7.5,动画,25,动画/2014/日本/日本动画/动漫/OVA/治愈/玉响,1752
澄沙之味,河濑直美,8.1,剧情,113,日本/温情/美食/人生/文艺/河濑直美/剧情/2015,2171
美好的一天,费尔南多·莱昂·德·阿拉诺亚,7.7,剧情/喜剧/战争,106,西班牙/黑色幽默/战争/剧情/人性/2015/喜剧/欧洲,642
团子大家族番外篇：暑假能够做的事,石原立也,8.5,剧情/爱情/动画,0,日本/动画/日本动画/OVA/动漫/CLANNAD/爱情/2007,754
生活艰难也许快乐,木村尚,7.4,剧情/喜剧,113,日本/嵐/日本电影/大野智/二宫和也/櫻井翔/松本潤/2014,2175
宝贝老板,汤姆·麦格拉思,7.5,喜剧/动画,97,动画/喜剧/搞笑/美国/小宝宝/梦工厂/家庭/2017,540
归省,蔡杰,7.3,剧情,26,短片/中国/蔡杰/中国大陆/独立电影/2014/大陆/CIFF,2236
团子大家族第二季番外篇：一年前的事,石原立也,8.7,剧情/动画,0,日本/动画/日本动画/OVA/动漫/京阿尼/治愈/番外,1664
弥留之国的爱丽丝 game1,橘秀樹,7.9,动画/悬疑,25,OVA/动画/日本/日本动画/悬疑/动漫/2014/アニメ,1649
团子大家族第二季总集篇：在那苍绿的树下,石原立也,8.7,剧情/动画,24,日本/动画/OVA/日本动画/动漫/治愈/CLANNAD/2008,1368
庄稼之岛,乔治·奥瓦什威利,7.4,剧情/战争,100,格鲁吉亚/战争/剧情/2014/匈牙利/人性/德国/捷克,116
召唤恶魔阿萨谢尔OAD：海葵篇,水岛努,8.7,喜剧/动画,24,动画/日本/OAD/日本动画/2014/动漫/OVA/搞笑,1368
攻壳机动队：崛起4,黄瀬和哉/工藤进,7.2,剧情/动作/动画/犯罪,59,动画/科幻/攻壳机动队/日本/日本动画/2014/剧场版/Production.I.G,1593
漫画家与助手们 OVA1,古田丈司,7.2,动画,10,OVA/日本/动画/日本动画/动漫/2014/早见沙织/アニメ,956
卡门线,奥斯卡·夏普,7.6,剧情,24,短片/英国/OscarSharp/First青年影展/感动/2014/温暖/剧情,944
阿斯特里克斯历险记：诸神之宫殿,无,7.5,喜剧/动画/冒险,86,动画/法国/喜剧/法国电影/2014/动画片/搞笑/电影,333
意外制造公司,米克·范迪姆,7.3,喜剧/爱情,102,爱情/黑色幽默/喜剧/荷兰/文艺/欧洲电影/剧情/死亡,1023
红心的杰克,珍妮特·格里罗,7.4,剧情/家庭,102,美国/剧情/家庭/温情/成长/AnnaSophiaRobb/美国电影/安娜苏菲亚·罗伯,649
乱马1/2 SUPER 破恋洞的诅咒!吾爱永存 OVA版,井内秀治,7.7,动画,28,OVA/日本动画/高桥留美子/动画/日本/爱情/日本动漫/喜剧,1887
我们大家的河合庄OVA,宮繁之,7.8,喜剧/爱情/动画,24,OVA/日本动画/动画/日本/动漫/2015/アニメ/爱情,1116
梁知的精神世界,韩晗,7.5,剧情,28,短片/独立电影/中国/大陆/2014/黑色幽默/年轻电影人/毕业作业,2375
随贾木许夜行,无,8.4,纪录片/传记,50,纪录片/吉姆·贾木许/法国/JimJarmusch/TomHiddleston/2014/摩洛哥/TildaSwinton,386
长寿商会,姜帝圭,7.8,喜剧/爱情/家庭,111,韩国/温情/家庭/亲情/爱情/2015/感动/剧情,1812
大象之歌,无,7.2,剧情/悬疑/同性,110,加拿大/泽维尔·多兰/悬疑/XavierDolan/剧情/心理/加拿大电影/2014,818
普通女高中生要做当地偶像 OVA,名和宗則,7.1,动画,25,动画/OVA/2014/日本动画/普通女高中生要做当地偶像/日本/动漫/百合,2436
驴得水,周申/刘露,8.3,剧情/喜剧,111,黑色幽默/人性/讽刺/开心麻花/喜剧/中国大陆/内涵/2016,2421
唇上之歌,三木孝浩,7.6,剧情,132,日本/青春/新垣结衣/日本电影/新垣結衣/2015/日影/音乐,56
宾果男孩日记,尼尔·莉娜·福尔马尔,7.8,喜剧/家庭/冒险,98,德国/儿童/喜剧/德国电影/成长/家庭/剧情/电影,1636
秋之鼓点,鈴木洋平,7.7,动画,25,动画/日本/日本动画/2015/OVA/动画未来/短片/J.C.STAFF,536
真相,詹姆斯·范德比尔特,7.6,剧情/传记,125,美国/政治/传记/媒体/剧情/2015/新闻/真实事件改编,1448
一个勺子,陈建斌,7.7,剧情/喜剧,95,黑色幽默/人性/陈建斌/剧情/中国/大陆/2015/蒋勤勤,180
寝室,程浩,7.4,剧情/悬疑/惊悚/犯罪,27,短片/悬疑/犯罪/惊悚/心理/微电影/中国/故事,1477
黑色闪电,斯蒂芬·霍普金斯,7.5,剧情/传记/运动,134,传记/励志/体育/运动/美国/种族/剧情/2016,197
遇见你之前,西娅·夏罗克,7.8,剧情/爱情,110,爱情/英国/温情/浪漫/文艺/剧情/2016/感动,1774
太阳留住我,黄炳,8.5,动画,0,香港/短片/动画/黄炳/动画短片/2014/黃炳/動畫,1193
总统之路,杰伊·罗奇,7.1,剧情/传记/历史,132,美国/政治/传记/历史/剧情/2016/HBO/民权法案,1724
我是谁：没有绝对安全的系统,巴伦·博·欧达尔,8.1,悬疑/惊悚/犯罪,102,悬疑/黑客/犯罪/德国/剧情/德国电影/心理/2014,2132
道别派对,塔尔·格兰尼特/沙龙·迈蒙,8.0,剧情/喜剧,95,以色列/喜剧/老年/人生/剧情/德国/2014/老人,566
乖乖宝贝,布赖恩·克卢格曼,7.2,剧情/喜剧/爱情,92,爱情/美国/喜剧/美国电影/恋爱成长记/电影/2015/剧情,1394
荒诞祭,李昂,7.2,动画,6,动画/短片/2014/中国/超现实主义/FIRST/菜菜贝超屌/準,2168
注定孤单,无,7.4,剧情,87,法国/成长/法国电影/儿童/亲情/家庭/青春/成长/青春/童年,997
巨蟒剧团伦敦O2告别演出,艾瑞克·爱都,8.9,喜剧,137,英国/MontyPython/喜剧/2014/Live/Comedy/TerryGilliam/2010s,1306
邮差的白夜,安德烈·康查洛夫斯基,7.7,剧情,91,俄罗斯/俄罗斯电影/剧情/安德烈·康查洛夫斯基/文艺/2014/威尼斯/AndreyKonchalovskiy,700
希布,纳吉·阿布·诺瓦,7.5,剧情/惊悚/冒险,100,约旦/中东/儿童/战争/剧情/2014/阿联酋/独立电影,353
墨尔本,尼玛·贾维迪,8.3,剧情,93,伊朗/伊朗电影/电影/人性/2014/剧情/多元视角伊朗/上海国际电影节,1981
漫画家与助手们 OVA2,古田丈司,7.2,动画,6,OVA/动画/日本/日本动画/2014/动漫/アニメ/搞笑,1209
